FIPS,county_name,wtd_den,pop_den,population
48391,"Refugio County, Texas",961,9,7315
18031,"Decatur County, Indiana",960,71,26340
39083,"Knox County, Ohio",959,116,60878
45083,"Spartanburg County, South Carolina",958,364,294229
42033,"Clearfield County, Pennsylvania",956,71,81170
26109,"Menominee County, Michigan",953,23,23568
35029,"Luna County, New Mexico",953,8,24627
33005,"Cheshire County, New Hampshire",952,108,76320
39171,"Williams County, Ohio",951,89,37270
40137,"Stephens County, Oklahoma",951,51,44631
28001,"Adams County, Mississippi",951,69,31747
39167,"Washington County, Ohio",951,97,61154
5107,"Phillips County, Arkansas",950,29,19929
31105,"Kimball County, Nebraska",950,4,3713
45085,"Sumter County, South Carolina",949,162,107682
36051,"Livingston County, New York",946,102,64622
48017,"Bailey County, Texas",945,9,7131
21017,"Bourbon County, Kentucky",945,69,20004
27171,"Wright County, Minnesota",944,196,129922
13277,"Tift County, Georgia",943,156,40691
42039,"Crawford County, Pennsylvania",942,86,87027
47189,"Wilson County, Tennessee",941,220,125616
36009,"Cattaraugus County, New York",941,60,78506
17057,"Fulton County, Illinois",939,42,36047
49039,"Sanpete County, Utah",938,18,28551
48265,"Kerr County, Texas",935,46,50505
26107,"Mecosta County, Michigan",935,78,43259
45003,"Aiken County, South Carolina",934,154,165146
13115,"Floyd County, Georgia",934,189,96199
18179,"Wells County, Indiana",932,76,27836
26067,"Ionia County, Michigan",931,112,64126
8107,"Routt County, Colorado",929,10,23980
17121,"Marion County, Illinois",929,67,38503
5125,"Saline County, Arkansas",926,160,115577
31185,"York County, Nebraska",925,24,13842
26037,"Clinton County, Michigan",925,136,77245
37065,"Edgecombe County, North Carolina",924,108,54669
35061,"Valencia County, New Mexico",922,71,75993
48421,"Sherman County, Texas",920,3,3069
13053,"Chattahoochee County, Georgia",919,48,11882
1033,"Colbert County, Alabama",919,92,54377
37049,"Craven County, North Carolina",918,147,104190
8067,"La Plata County, Colorado",916,32,53994
29201,"Scott County, Missouri",914,93,38994
13299,"Ware County, Georgia",914,40,35671
40151,"Woods County, Oklahoma",911,7,9125
13077,"Coweta County, Georgia",909,308,135625
17005,"Bond County, Illinois",908,45,17137
42089,"Monroe County, Pennsylvania",904,275,167126
35037,"Quay County, New Mexico",904,3,8555
6033,"Lake County, California",903,51,64076
48097,"Cooke County, Texas",902,44,38878
6057,"Nevada County, California",901,103,98639
56007,"Carbon County, Wyoming",901,2,15696
19021,"Buena Vista County, Iowa",899,36,20445
27113,"Pennington County, Minnesota",899,23,14156
39065,"Hardin County, Ohio",898,67,31652
22069,"Natchitoches Parish, Louisiana",895,31,39258
47009,"Blount County, Tennessee",891,226,126192
16047,"Gooding County, Idaho",890,21,15157
20151,"Pratt County, Kansas",890,13,9729
13285,"Troup County, Georgia",889,167,69314
48163,"Frio County, Texas",889,16,18542
16045,"Gem County, Idaho",887,30,16853
30073,"Pondera County, Montana",887,4,6166
22067,"Morehouse Parish, Louisiana",885,34,26739
37083,"Halifax County, North Carolina",882,73,52849
28087,"Lowndes County, Mississippi",880,118,59785
27075,"Lake County, Minnesota",879,5,10721
40145,"Wagoner County, Oklahoma",879,136,76190
8103,"Rio Blanco County, Colorado",878,2,6658
18051,"Gibson County, Indiana",878,69,33684
56017,"Hot Springs County, Wyoming",878,2,4781
35047,"San Miguel County, New Mexico",876,6,28350
30003,"Big Horn County, Montana",876,3,13214
40013,"Bryan County, Oklahoma",875,49,44529
8109,"Saguache County, Colorado",874,2,6255
13017,"Ben Hill County, Georgia",870,70,17405
26043,"Dickinson County, Michigan",870,34,25889
37159,"Rowan County, North Carolina",870,271,138694
28133,"Sunflower County, Mississippi",869,39,27424
48047,"Brooks County, Texas",866,8,7217
23011,"Kennebec County, Maine",866,139,120953
5019,"Clark County, Arkansas",864,26,22684
19145,"Page County, Iowa",863,29,15552
19015,"Boone County, Iowa",858,46,26411
5093,"Mississippi County, Arkansas",856,49,44199
29069,"Dunklin County, Missouri",853,58,31271
27119,"Polk County, Minnesota",853,16,31550
25007,"Dukes County, Massachusetts",851,166,17137
24009,"Calvert County, Maryland",851,425,90527
48361,"Orange County, Texas",851,251,83751
35006,"Cibola County, New Mexico",850,6,27373
37035,"Catawba County, North Carolina",849,387,155461
49051,"Wasatch County, Utah",849,24,27895
42015,"Bradford County, Pennsylvania",848,54,61808
54099,"Wayne County, West Virginia",848,81,41237
48501,"Yoakum County, Texas",847,10,8316
17127,"Massac County, Illinois",847,63,14883
18159,"Tipton County, Indiana",840,59,15447
55111,"Sauk County, Wisconsin",840,76,63317
1047,"Dallas County, Alabama",840,42,41426
26055,"Grand Traverse County, Michigan",839,195,90715
21239,"Woodford County, Kentucky",839,136,25591
26023,"Branch County, Michigan",839,86,43603
28025,"Clay County, Mississippi",838,49,20147
54055,"Mercer County, West Virginia",838,147,61476
49007,"Carbon County, Utah",838,14,20733
36115,"Washington County, New York",837,75,62465
48131,"Duval County, Texas",835,6,11510
48481,"Wharton County, Texas",835,38,41377
17073,"Henry County, Illinois",835,60,49681
49023,"Juab County, Utah",834,3,10507
47069,"Hardeman County, Tennessee",833,39,25975
28149,"Warren County, Mississippi",833,81,47834
38069,"Pierce County, North Dakota",833,4,4373
39039,"Defiance County, Ohio",833,94,38488
36021,"Columbia County, New York",832,97,61860
13039,"Camden County, Georgia",830,85,52092
55075,"Marinette County, Wisconsin",830,29,41090
50023,"Washington County, Vermont",830,86,58963
37181,"Vance County, North Carolina",828,176,44508
48005,"Angelina County, Texas",826,110,87657
26093,"Livingston County, Michigan",825,329,185841
48043,"Brewster County, Texas",824,1,9188
42109,"Snyder County, Pennsylvania",824,122,40246
48231,"Hunt County, Texas",823,106,89068
21185,"Oldham County, Kentucky",823,341,63876
48197,"Hardeman County, Texas",822,6,3952
13223,"Paulding County, Georgia",822,480,149830
54081,"Raleigh County, West Virginia",821,129,78051
55045,"Green County, Wisconsin",821,63,37050
48277,"Lamar County, Texas",820,55,49626
4011,"Greenlee County, Arizona",819,5,9224
20011,"Bourbon County, Kansas",818,23,14751
48259,"Kendall County, Texas",816,59,39010
35017,"Grant County, New Mexico",815,7,28879
30101,"Toole County, Montana",814,3,5114
48195,"Hansford County, Texas",814,6,5552
21089,"Greenup County, Kentucky",813,105,36255
48223,"Hopkins County, Texas",812,47,35844
37097,"Iredell County, North Carolina",810,292,167493
5055,"Greene County, Arkansas",809,76,43745
72093,"Maricao Municipio, Puerto Rico",808,171,6274
30085,"Roosevelt County, Montana",808,5,11230
40009,"Beckham County, Oklahoma",807,26,23290
8117,"Summit County, Colorado",807,48,29269
17117,"Macoupin County, Illinois",805,54,46482
22115,"Vernon Parish, Louisiana",804,39,52101
53041,"Lewis County, Washington",803,32,75724
17045,"Edgar County, Illinois",802,29,17828
55069,"Lincoln County, Wisconsin",799,32,28171
17193,"White County, Illinois",798,29,14410
2275,"Wrangell City and Borough, Alaska",798,1,2401
42031,"Clarion County, Pennsylvania",798,65,38939
18085,"Kosciusko County, Indiana",797,148,78461
22121,"West Baton Rouge Parish, Louisiana",795,130,25017
49001,"Beaver County, Utah",795,2,6437
37105,"Lee County, North Carolina",794,233,59540
29007,"Audrain County, Missouri",794,37,25868
29175,"Randolph County, Missouri",793,52,25081
31131,"Otoe County, Nebraska",792,26,15890
17009,"Brown County, Illinois",790,22,6836
18113,"Noble County, Indiana",790,116,47587
26165,"Wexford County, Michigan",789,58,32829
8071,"Las Animas County, Colorado",785,3,14322
1055,"Etowah County, Alabama",785,193,103363
19167,"Sioux County, Iowa",783,45,34621
1015,"Calhoun County, Alabama",782,191,115883
37031,"Carteret County, North Carolina",780,135,68537
20189,"Stevens County, Kansas",780,8,5738
31033,"Cheyenne County, Nebraska",780,8,10090
39175,"Wyandot County, Ohio",778,55,22359
33001,"Belknap County, New Hampshire",778,150,60392
39059,"Guernsey County, Ohio",778,76,39478
21005,"Anderson County, Kentucky",776,108,21867
48257,"Kaufman County, Texas",775,143,111830
22113,"Vermilion Parish, Louisiana",775,51,59524
42059,"Greene County, Pennsylvania",773,65,37669
51149,"Prince George County, Virginia",769,142,37664
29217,"Vernon County, Missouri",769,25,20836
27007,"Beltrami County, Minnesota",769,18,45644
48219,"Hockley County, Texas",767,26,23377
56041,"Uinta County, Wyoming",767,10,20893
49043,"Summit County, Utah",767,21,39009
13081,"Crisp County, Georgia",766,85,23061
20171,"Scott County, Kansas",765,7,4958
29053,"Cooper County, Missouri",764,31,17613
36107,"Tioga County, New York",762,96,49649
17039,"De Witt County, Illinois",761,41,16322
56015,"Goshen County, Wyoming",758,6,13546
29023,"Butler County, Missouri",758,62,42887
47031,"Coffee County, Tennessee",758,125,53808
5033,"Crawford County, Arkansas",758,105,61927
6027,"Inyo County, California",758,2,18326
19055,"Delaware County, Iowa",757,30,17445
16075,"Payette County, Idaho",754,56,22773
37127,"Nash County, North Carolina",754,175,94385
27017,"Carlton County, Minnesota",753,41,35482
20187,"Stanton County, Kansas",752,3,2115
55017,"Chippewa County, Wisconsin",752,63,63355
5139,"Union County, Arkansas",751,39,40334
18165,"Vermillion County, Indiana",751,61,15752
47045,"Dyer County, Tennessee",751,74,37970
56013,"Fremont County, Wyoming",749,4,40683
27165,"Watonwan County, Minnesota",749,25,10996
19189,"Winnebago County, Iowa",749,26,10580
48279,"Lamb County, Texas",748,13,13561
72107,"Orocovis Municipio, Puerto Rico",746,350,22258
30077,"Powell County, Montana",746,3,6928
26149,"St. Joseph County, Michigan",745,122,60923
48283,"La Salle County, Texas",743,5,7319
16067,"Minidoka County, Idaho",743,27,20331
20193,"Thomas County, Kansas",742,7,7909
27049,"Goodhue County, Minnesota",741,61,46450
21217,"Taylor County, Kentucky",739,95,25315
31101,"Keith County, Nebraska",739,8,8103
45007,"Anderson County, South Carolina",738,269,192709
40051,"Grady County, Oklahoma",737,49,53955
48221,"Hood County, Texas",736,129,54217
4007,"Gila County, Arizona",736,11,53179
39091,"Logan County, Ohio",734,99,45388
35051,"Sierra County, New Mexico",734,3,11442
49041,"Sevier County, Utah",734,11,20913
37057,"Davidson County, North Carolina",733,297,164058
35007,"Colfax County, New Mexico",733,3,12716
18093,"Lawrence County, Indiana",733,102,45696
19165,"Shelby County, Iowa",732,20,11944
51195,"Wise County, Virginia",732,99,40074
47105,"Loudon County, Tennessee",731,221,50637
36099,"Seneca County, New York",731,108,35036
36053,"Madison County, New York",731,110,72089
13015,"Bartow County, Georgia",730,222,101942
13029,"Bryan County, Georgia",729,78,34104
22093,"St. James Parish, Louisiana",729,89,21581
40121,"Pittsburg County, Oklahoma",729,34,44643
37191,"Wayne County, North Carolina",728,225,124447
13261,"Sumter County, Georgia",728,64,31070
48177,"Gonzales County, Texas",728,19,20370
55081,"Monroe County, Wisconsin",727,50,45365
41015,"Curry County, Oregon",726,14,22364
37089,"Henderson County, North Carolina",725,297,110905
30071,"Phillips County, Montana",724,1,4150
12089,"Nassau County, Florida",723,119,77187
13233,"Polk County, Georgia",723,133,41263
17053,"Ford County, Illinois",722,28,13758
48075,"Childress County, Texas",722,10,7059
26053,"Gogebic County, Michigan",721,14,15650
30027,"Fergus County, Montana",720,3,11429
19079,"Hamilton County, Iowa",719,26,15227
12017,"Citrus County, Florida",718,241,140453
19017,"Bremer County, Iowa",717,57,24663
28135,"Tallahatchie County, Mississippi",717,23,14776
48105,"Crockett County, Texas",716,1,3836
5027,"Columbia County, Arkansas",715,32,24168
24029,"Kent County, Maryland",715,72,19819
8015,"Chaffee County, Colorado",715,18,18507
28081,"Lee County, Mississippi",714,190,85281
27141,"Sherburne County, Minnesota",714,211,91188
22053,"Jefferson Davis Parish, Louisiana",714,48,31399
22063,"Livingston Parish, Louisiana",713,210,135925
48461,"Upton County, Texas",713,3,3475
55109,"St. Croix County, Wisconsin",711,120,86726
28125,"Sharkey County, Mississippi",711,11,4662
18045,"Fountain County, Indiana",711,42,16741
24015,"Cecil County, Maryland",709,295,102175
13275,"Thomas County, Georgia",708,83,44977
33009,"Grafton County, New Hampshire",708,52,89164
48331,"Milam County, Texas",707,24,24372
21097,"Harrison County, Kentucky",706,61,18629
54083,"Randolph County, West Virginia",706,28,29287
22105,"Tangipahoa Parish, Louisiana",705,161,127115
54019,"Fayette County, West Virginia",704,68,45192
30035,"Glacier County, Montana",703,5,13695
28045,"Hancock County, Mississippi",700,97,46028
40111,"Okmulgee County, Oklahoma",699,56,39322
40103,"Noble County, Oklahoma",699,16,11470
20167,"Russell County, Kansas",699,8,6988
53031,"Jefferson County, Washington",698,17,30333
47019,"Carter County, Tennessee",698,166,56707
42111,"Somerset County, Pennsylvania",696,71,76201
42065,"Jefferson County, Pennsylvania",695,68,44575
1031,"Coffee County, Alabama",695,75,50991
45027,"Clarendon County, South Carolina",695,56,34056
17081,"Jefferson County, Illinois",695,67,38523
54097,"Upshur County, West Virginia",693,69,24632
47119,"Maury County, Tennessee",691,140,85767
18049,"Fulton County, Indiana",691,55,20412
50025,"Windham County, Vermont",690,56,43609
18075,"Jay County, Indiana",689,55,21196
13295,"Walker County, Georgia",689,153,68143
29117,"Livingston County, Missouri",688,28,15057
50011,"Franklin County, Vermont",685,77,48625
18001,"Adams County, Indiana",684,103,34813
17055,"Franklin County, Illinois",684,97,39503
17083,"Jersey County, Illinois",684,61,22441
18077,"Jefferson County, Indiana",682,90,32482
19041,"Clay County, Iowa",682,29,16478
28113,"Pike County, Mississippi",681,98,39939
17011,"Bureau County, Illinois",680,39,33822
28043,"Grenada County, Mississippi",678,51,21518
17141,"Ogle County, Illinois",677,69,52034
22047,"Iberville Parish, Louisiana",676,54,33159
51047,"Culpeper County, Virginia",676,129,48952
28073,"Lamar County, Mississippi",676,120,59623
18099,"Marshall County, Indiana",676,106,46833
13013,"Barrow County, Georgia",675,457,73340
19101,"Jefferson County, Iowa",675,41,17662
29043,"Christian County, Missouri",674,146,82053
50003,"Bennington County, Vermont",671,54,36503
35031,"McKinley County, New Mexico",670,14,74346
39123,"Ottawa County, Ohio",670,161,40981
46081,"Lawrence County, South Dakota",669,31,24859
37107,"Lenoir County, North Carolina",669,146,58343
19157,"Poweshiek County, Iowa",668,32,18622
36073,"Orleans County, New York",666,107,41938
32015,"Lander County, Nevada",665,1,5907
39097,"Madison County, Ohio",665,93,43537
20191,"Sumner County, Kansas",664,20,23509
33007,"Coos County, New Hampshire",663,18,32219
39071,"Highland County, Ohio",662,78,43109
23023,"Sagadahoc County, Maine",661,138,35134
5145,"White County, Arkansas",661,76,78823
45043,"Georgetown County, South Carolina",660,75,60804
32033,"White Pine County, Nevada",659,1,9893
29083,"Henry County, Missouri",657,31,21930
42047,"Elk County, Pennsylvania",657,38,31111
16017,"Bonner County, Idaho",656,24,41389
21173,"Montgomery County, Kentucky",653,139,27391
41057,"Tillamook County, Oregon",650,23,25552
53051,"Pend Oreille County, Washington",647,9,13001
26101,"Manistee County, Michigan",645,45,24465
16011,"Bingham County, Idaho",644,22,45261
40131,"Rogers County, Oklahoma",644,133,89970
51155,"Pulaski County, Virginia",644,108,34417
5123,"St. Francis County, Arkansas",639,43,27023
37151,"Randolph County, North Carolina",638,182,142588
39121,"Noble County, Ohio",636,36,14429
47075,"Haywood County, Tennessee",634,34,18129
17139,"Moultrie County, Illinois",633,44,14915
1003,"Baldwin County, Alabama",632,125,199510
24039,"Somerset County, Maryland",631,81,25899
17125,"Mason County, Illinois",630,26,13931
37153,"Richmond County, North Carolina",629,96,45710
20137,"Norton County, Kansas",628,6,5558
39073,"Hocking County, Ohio",627,68,28690
8083,"Montezuma County, Colorado",627,13,26006
47171,"Unicoi County, Tennessee",626,96,17945
47003,"Bedford County, Tennessee",625,98,46331
20121,"Miami County, Kansas",625,57,32787
5001,"Arkansas County, Arkansas",625,19,18569
54037,"Jefferson County, West Virginia",623,265,55531
29109,"Lawrence County, Missouri",622,62,38204
5037,"Cross County, Arkansas",621,28,17329
55067,"Langlade County, Wisconsin",620,22,19414
18143,"Scott County, Indiana",618,125,23734
18037,"Dubois County, Indiana",618,99,42345
40153,"Woodward County, Oklahoma",616,17,21111
36033,"Franklin County, New York",615,31,51007
39107,"Mercer County, Ohio",615,88,40886
13045,"Carroll County, Georgia",615,228,113756
10005,"Sussex County, Delaware",613,226,211224
49047,"Uintah County, Utah",612,8,36308
21199,"Pulaski County, Kentucky",612,97,63772
17145,"Perry County, Illinois",612,49,21595
27149,"Stevens County, Minnesota",610,17,9762
21213,"Simpson County, Kentucky",608,76,17856
17147,"Piatt County, Illinois",607,38,16469
29145,"Newton County, Missouri",606,94,58741
17049,"Effingham County, Illinois",605,72,34356
8095,"Phillips County, Colorado",604,6,4347
41001,"Baker County, Oregon",604,5,16030
18007,"Benton County, Indiana",603,21,8709
36017,"Chenango County, New York",602,55,49286
48437,"Swisher County, Texas",600,9,7639
29071,"Franklin County, Missouri",598,111,102063
18153,"Sullivan County, Indiana",598,47,21026
1095,"Marshall County, Alabama",597,167,94534
28067,"Jones County, Mississippi",597,98,68313
22039,"Evangeline Parish, Louisiana",596,51,33765
18183,"Whitley County, Indiana",595,99,33354
45057,"Lancaster County, South Carolina",595,152,83704
20001,"Allen County, Kansas",594,26,12951
45021,"Cherokee County, South Carolina",593,143,56274
47117,"Marshall County, Tennessee",593,83,31335
37027,"Caldwell County, North Carolina",592,173,81623
27041,"Douglas County, Minnesota",591,58,36862
51193,"Westmoreland County, Virginia",591,76,17528
37165,"Scotland County, North Carolina",591,112,35711
17027,"Clinton County, Illinois",591,80,37858
19141,"O'Brien County, Iowa",588,25,14055
29115,"Linn County, Missouri",588,20,12319
37087,"Haywood County, North Carolina",587,108,59577
39079,"Jackson County, Ohio",586,78,32717
12043,"Glades County, Florida",586,17,13420
28053,"Humphreys County, Mississippi",586,21,8822
19137,"Montgomery County, Iowa",582,24,10380
18029,"Dearborn County, Indiana",582,162,49552
36039,"Greene County, New York",581,74,48069
45075,"Orangeburg County, South Carolina",581,81,89731
31031,"Cherry County, Nebraska",580,1,5781
27039,"Dodge County, Minnesota",579,46,20361
51031,"Campbell County, Virginia",578,109,55061
29113,"Lincoln County, Missouri",578,87,54286
36117,"Wayne County, New York",576,152,91874
48203,"Harrison County, Texas",575,74,66431
55043,"Grant County, Wisconsin",575,45,51723
19063,"Emmet County, Iowa",574,25,9820
13071,"Colquitt County, Georgia",574,84,46002
21075,"Fulton County, Kentucky",573,31,6323
40141,"Tillman County, Oklahoma",570,9,7611
33019,"Sullivan County, New Hampshire",569,80,43051
42067,"Juniata County, Pennsylvania",569,63,24811
22119,"Webster Parish, Louisiana",568,68,40335
2198,"Prince of Wales-Hyder Census Area, Alaska",568,1,6374
29033,"Carroll County, Missouri",568,13,9009
37079,"Greene County, North Carolina",568,80,21241
19149,"Plymouth County, Iowa",568,29,24972
27023,"Chippewa County, Minnesota",566,21,12126
51005,"Alleghany County, Virginia",564,36,15919
17133,"Monroe County, Illinois",564,88,33703
13175,"Laurens County, Georgia",563,59,47802
31039,"Cuming County, Nebraska",563,16,9055
31177,"Washington County, Nebraska",562,52,20338
37045,"Cleveland County, North Carolina",562,209,97113
56039,"Teton County, Wyoming",560,6,22623
29157,"Perry County, Missouri",560,40,19152
8097,"Pitkin County, Colorado",557,18,17543
48429,"Stephens County, Texas",556,11,9787
13235,"Pulaski County, Georgia",556,46,11460
37093,"Hoke County, North Carolina",556,133,51853
19089,"Howard County, Iowa",556,20,9430
12049,"Hardee County, Florida",554,43,27302
13129,"Gordon County, Georgia",554,158,56079
30087,"Rosebud County, Montana",554,2,9348
19007,"Appanoose County, Iowa",554,25,12602
5085,"Lonoke County, Arkansas",553,92,71279
26087,"Lapeer County, Michigan",553,137,88310
55115,"Shawano County, Wisconsin",553,46,41384
19117,"Lucas County, Iowa",552,20,8700
19059,"Dickinson County, Iowa",552,45,17046
19035,"Cherokee County, Iowa",551,20,11752
39021,"Champaign County, Ohio",551,91,39175
48087,"Collingsworth County, Texas",551,3,3032
39027,"Clinton County, Ohio",551,102,41854
8011,"Bent County, Colorado",549,4,5816
12093,"Okeechobee County, Florida",548,51,39420
42099,"Perry County, Pennsylvania",548,83,45647
48145,"Falls County, Texas",548,23,17265
31089,"Holt County, Nebraska",547,4,10360
1109,"Pike County, Alabama",545,50,33277
30083,"Richland County, Montana",545,5,11392
47013,"Campbell County, Tennessee",545,83,40008
35023,"Hidalgo County, New Mexico",544,1,4531
48333,"Mills County, Texas",544,7,4871
53045,"Mason County, Washington",544,64,61060
8063,"Kit Carson County, Colorado",541,4,8174
48107,"Crosby County, Texas",541,7,5987
47147,"Robertson County, Tennessee",540,143,67905
17023,"Clark County, Illinois",540,32,16089
55021,"Columbia County, Wisconsin",538,74,56650
13297,"Walton County, Georgia",537,268,87436
29063,"DeKalb County, Missouri",537,30,12706
40037,"Creek County, Oklahoma",537,75,70931
37023,"Burke County, North Carolina",535,176,89082
39069,"Henry County, Ohio",535,67,27890
21161,"Mason County, Kentucky",535,72,17229
21107,"Hopkins County, Kentucky",533,86,46359
18181,"White County, Indiana",532,48,24265
26005,"Allegan County, Michigan",532,138,113666
27159,"Wadena County, Minnesota",532,26,13755
5059,"Hot Spring County, Arkansas",529,54,33440
19097,"Jackson County, Iowa",529,31,19529
31057,"Dundy County, Nebraska",528,2,1823
6093,"Siskiyou County, California",527,7,43668
36025,"Delaware County, New York",526,32,46480
18125,"Pike County, Indiana",525,38,12554
28003,"Alcorn County, Mississippi",524,93,37309
35053,"Socorro County, New Mexico",524,3,17324
23013,"Knox County, Maine",523,109,39717
29009,"Barry County, Missouri",523,46,35716
13087,"Decatur County, Georgia",522,46,27237
21041,"Carroll County, Kentucky",521,84,10776
18129,"Posey County, Indiana",521,62,25527
40021,"Cherokee County, Oklahoma",521,64,48267
27157,"Wabasha County, Minnesota",520,41,21327
19109,"Kossuth County, Iowa",520,16,15226
37157,"Rockingham County, North Carolina",519,162,91898
20159,"Rice County, Kansas",519,14,9949
12107,"Putnam County, Florida",519,99,72304
37041,"Chowan County, North Carolina",518,84,14556
1017,"Chambers County, Alabama",517,57,34018
48317,"Martin County, Texas",517,6,5451
17157,"Randolph County, Illinois",517,57,32934
18055,"Greene County, Indiana",516,60,32633
17041,"Douglas County, Illinois",516,47,19770
48285,"Lavaca County, Texas",516,20,19654
48147,"Fannin County, Texas",515,38,33757
37101,"Johnston County, North Carolina",515,230,182155
48307,"McCulloch County, Texas",515,8,8242
17033,"Crawford County, Illinois",515,44,19441
40133,"Seminole County, Oklahoma",513,40,25403
37019,"Brunswick County, North Carolina",513,140,119167
37109,"Lincoln County, North Carolina",510,270,79783
48291,"Liberty County, Texas",510,68,78598
31159,"Seward County, Nebraska",509,30,17113
48337,"Montague County, Texas",508,21,19384
55135,"Waupaca County, Wisconsin",508,70,51974
31025,"Cass County, Nebraska",508,46,25463
48001,"Anderson County, Texas",507,54,57772
39135,"Preble County, Ohio",506,98,41561
21009,"Barren County, Kentucky",504,89,43287
39051,"Fulton County, Ohio",503,105,42466
48267,"Kimble County, Texas",503,4,4453
48217,"Hill County, Texas",503,36,34901
21013,"Bell County, Kentucky",500,77,27676
29133,"Mississippi County, Missouri",499,34,14112
19147,"Palo Alto County, Iowa",499,16,9155
27111,"Otter Tail County, Minnesota",499,29,57694
30053,"Lincoln County, Montana",498,5,19268
13279,"Toombs County, Georgia",497,75,27160
17075,"Iroquois County, Illinois",497,26,28814
29123,"Madison County, Missouri",497,25,12403
48213,"Henderson County, Texas",496,91,79213
48089,"Colorado County, Texas",495,22,20792
20145,"Pawnee County, Kansas",495,9,6840
51065,"Fluvanna County, Virginia",494,91,26046
38057,"Mercer County, North Dakota",493,8,8671
49013,"Duchesne County, Utah",493,6,20078
13293,"Upson County, Georgia",493,82,26394
24035,"Queen Anne's County, Maryland",493,131,48712
46093,"Meade County, South Dakota",492,8,26840
16013,"Blaine County, Idaho",491,8,21427
48399,"Runnels County, Texas",491,10,10411
45031,"Darlington County, South Carolina",490,121,67689
29207,"Stoddard County, Missouri",489,36,29788
51061,"Fauquier County, Virginia",489,105,68025
47089,"Jefferson County, Tennessee",488,192,52851
20021,"Cherokee County, Kansas",487,35,20737
48035,"Bosque County, Texas",486,18,17953
17085,"Jo Daviess County, Illinois",484,37,22186
40113,"Osage County, Oklahoma",484,21,47923
8029,"Delta County, Colorado",483,26,30221
22003,"Allen Parish, Louisiana",483,34,25619
27151,"Swift County, Minnesota",482,13,9483
29143,"New Madrid County, Missouri",482,27,18229
17181,"Union County, Illinois",482,42,17458
31081,"Hamilton County, Nebraska",481,17,9118
40083,"Logan County, Oklahoma",479,61,45171
53047,"Okanogan County, Washington",478,8,41299
48293,"Limestone County, Texas",477,26,23469
45023,"Chester County, South Carolina",476,56,32435
5057,"Hempstead County, Arkansas",475,31,22208
26059,"Hillsdale County, Michigan",475,77,46024
40097,"Mayes County, Oklahoma",475,62,40923
28143,"Tunica County, Mississippi",474,23,10407
55023,"Crawford County, Wisconsin",474,29,16415
5043,"Drew County, Arkansas",474,23,18688
29105,"Laclede County, Missouri",474,46,35505
36095,"Schoharie County, New York",474,51,31667
47177,"Warren County, Tennessee",474,93,40099
51015,"Augusta County, Virginia",473,77,74330
29213,"Taney County, Missouri",471,85,53853
13273,"Terrell County, Georgia",470,27,9132
21235,"Whitley County, Kentucky",470,82,35842
29107,"Lafayette County, Missouri",469,52,32789
17135,"Montgomery County, Illinois",468,42,29301
1083,"Limestone County, Alabama",468,161,90257
27035,"Crow Wing County, Minnesota",468,63,63321
37125,"Moore County, North Carolina",467,133,93070
20123,"Mitchell County, Kansas",467,9,6299
48199,"Hardin County, Texas",467,62,55624
2170,"Matanuska-Susitna Borough, Alaska",467,4,98679
48373,"Polk County, Texas",466,44,46583
46015,"Brule County, South Dakota",465,6,5312
37155,"Robeson County, North Carolina",464,142,134576
48367,"Parker County, Texas",464,137,123601
45067,"Marion County, South Carolina",464,65,31975
21179,"Nelson County, Kentucky",462,107,44875
13189,"McDuffie County, Georgia",461,84,21558
22099,"St. Martin Parish, Louisiana",461,72,53385
48133,"Eastland County, Texas",460,20,18252
20041,"Dickinson County, Kansas",460,23,19384
13023,"Bleckley County, Georgia",460,59,12835
47053,"Gibson County, Tennessee",458,82,49511
48055,"Caldwell County, Texas",458,73,39848
19087,"Henry County, Iowa",458,46,19941
29027,"Callaway County, Missouri",456,54,44693
48083,"Coleman County, Texas",456,7,8476
13155,"Irwin County, Georgia",454,26,9365
4017,"Navajo County, Arizona",454,11,108209
12023,"Columbia County, Florida",453,86,68198
26029,"Charlevoix County, Michigan",452,63,26172
47131,"Obion County, Tennessee",452,57,30900
51043,"Clarke County, Virginia",452,81,14307
21033,"Caldwell County, Kentucky",451,37,12758
37099,"Jackson County, North Carolina",451,84,41227
1121,"Talladega County, Alabama",451,110,81057
37013,"Beaufort County, North Carolina",451,57,47513
21193,"Perry County, Kentucky",451,82,27818
18139,"Rush County, Indiana",451,41,16873
13225,"Peach County, Georgia",450,179,26907
37085,"Harnett County, North Carolina",450,213,126620
42115,"Susquehanna County, Pennsylvania",450,51,41832
48151,"Fisher County, Texas",449,4,3847
45071,"Newberry County, South Carolina",449,60,37750
1087,"Macon County, Alabama",448,32,19684
41049,"Morrow County, Oregon",448,6,11207
19191,"Winneshiek County, Iowa",448,30,20789
36123,"Yates County, New York",448,74,25106
48071,"Chambers County, Texas",448,64,38072
13177,"Lee County, Georgia",446,82,29134
47167,"Tipton County, Tennessee",445,134,61558
37167,"Stanly County, North Carolina",444,153,60610
27033,"Cottonwood County, Minnesota",444,18,11557
19129,"Mills County, Iowa",443,34,14841
27055,"Houston County, Minnesota",443,34,18791
20067,"Grant County, Kansas",443,13,7748
18151,"Steuben County, Indiana",443,111,34279
51137,"Orange County, Virginia",441,102,34873
48123,"DeWitt County, Texas",441,23,20660
19067,"Floyd County, Iowa",440,32,16004
