FIPS,county_name,wtd_den,pop_den,population
29211,"Sullivan County, Missouri",438,10,6416
19121,"Madison County, Iowa",438,28,15661
27127,"Redwood County, Minnesota",438,18,15578
13257,"Stephens County, Georgia",437,143,25584
40063,"Hughes County, Oklahoma",436,17,13727
36121,"Wyoming County, New York",435,70,41239
13131,"Grady County, Georgia",434,55,25145
56009,"Converse County, Wyoming",433,3,14223
26047,"Emmet County, Michigan",433,71,33091
51073,"Gloucester County, Virginia",433,170,37021
21163,"Meade County, Kentucky",432,94,28751
37111,"McDowell County, North Carolina",430,102,45013
45059,"Laurens County, South Carolina",428,93,66442
48313,"Madison County, Texas",428,30,13843
27117,"Pipestone County, Minnesota",428,20,9285
30001,"Beaverhead County, Montana",428,2,9317
17003,"Alexander County, Illinois",427,30,7051
20003,"Anderson County, Kansas",427,14,7858
19183,"Washington County, Iowa",426,39,22115
45033,"Dillon County, South Carolina",425,77,31273
36105,"Sullivan County, New York",424,78,75818
48073,"Cherokee County, Texas",424,49,51257
17149,"Pike County, Illinois",424,19,16054
17051,"Fayette County, Illinois",423,31,22025
17169,"Schuyler County, Illinois",423,16,7205
45069,"Marlboro County, South Carolina",423,58,27702
20027,"Clay County, Kansas",423,13,8346
18079,"Jennings County, Indiana",421,74,28023
1059,"Franklin County, Alabama",421,50,31573
19029,"Cass County, Iowa",421,24,13433
47183,"Weakley County, Tennessee",420,59,34024
21121,"Knox County, Kentucky",419,82,31740
47145,"Roane County, Tennessee",418,147,52983
16071,"Oneida County, Idaho",416,4,4269
40087,"McClain County, Oklahoma",415,65,37222
48171,"Gillespie County, Texas",414,24,25732
35039,"Rio Arriba County, New Mexico",413,7,39924
13305,"Wayne County, Georgia",413,47,30006
27005,"Becker County, Minnesota",413,25,33375
48473,"Waller County, Texas",413,92,47049
21127,"Lawrence County, Kentucky",413,38,15870
42009,"Bedford County, Pennsylvania",413,48,48852
51093,"Isle of Wight County, Virginia",412,114,36027
26159,"Van Buren County, Michigan",412,124,75216
47107,"McMinn County, Tennessee",412,122,52606
49017,"Garfield County, Utah",411,1,5020
48185,"Grimes County, Texas",410,34,27140
29163,"Pike County, Missouri",410,28,18475
5111,"Poinsett County, Arkansas",410,32,24131
55103,"Richland County, Wisconsin",410,30,17642
29121,"Macon County, Missouri",409,19,15399
26013,"Baraga County, Michigan",409,10,8612
48093,"Comanche County, Texas",409,14,13506
27059,"Isanti County, Minnesota",409,88,38461
5133,"Sevier County, Arkansas",408,30,17193
48281,"Lampasas County, Texas",408,29,20357
16073,"Owyhee County, Idaho",407,1,11356
21083,"Graves County, Kentucky",407,68,37379
48411,"San Saba County, Texas",407,5,5881
40099,"Murray County, Oklahoma",406,33,13792
47155,"Sevier County, Tennessee",406,160,94537
13055,"Chattooga County, Georgia",406,80,25046
27025,"Chisago County, Minnesota",405,130,54041
47059,"Greene County, Tennessee",404,110,68502
48299,"Llano County, Texas",403,21,19624
40067,"Jefferson County, Oklahoma",403,8,6280
27133,"Rock County, Minnesota",400,20,9554
56031,"Platte County, Wyoming",400,4,8740
26069,"Iosco County, Michigan",399,46,25373
54053,"Mason County, West Virginia",398,63,27060
21125,"Laurel County, Kentucky",397,138,59950
13105,"Elbert County, Georgia",397,55,19394
5009,"Boone County, Arkansas",396,63,37301
47029,"Cocke County, Tennessee",395,81,35256
29079,"Grundy County, Missouri",395,24,10231
40023,"Choctaw County, Oklahoma",395,20,15051
8105,"Rio Grande County, Colorado",395,13,11623
22117,"Washington Parish, Louisiana",395,69,46367
12131,"Walton County, Florida",395,59,61528
39055,"Geauga County, Ohio",394,235,94020
27167,"Wilkin County, Minnesota",394,9,6479
40015,"Caddo County, Oklahoma",394,23,29510
42103,"Pike County, Pennsylvania",393,103,56210
27061,"Itasca County, Minnesota",391,17,45356
45087,"Union County, South Carolina",391,54,27928
48059,"Callahan County, Texas",390,15,13596
24011,"Caroline County, Maryland",390,102,32653
17047,"Edwards County, Illinois",389,30,6612
72049,"Culebra Municipio, Puerto Rico",389,130,1508
29049,"Clinton County, Missouri",389,49,20494
20073,"Greenwood County, Kansas",389,6,6304
54057,"Mineral County, West Virginia",388,84,27606
54023,"Grant County, West Virginia",388,25,11770
17079,"Jasper County, Illinois",387,19,9592
48401,"Rusk County, Texas",387,58,53197
31095,"Jefferson County, Nebraska",387,13,7354
22029,"Concordia Parish, Louisiana",387,29,20288
23025,"Somerset County, Maine",384,13,51363
27097,"Morrison County, Minnesota",384,29,32850
12037,"Franklin County, Florida",384,21,11705
47073,"Hawkins County, Tennessee",383,116,56567
19039,"Clarke County, Iowa",383,22,9273
48211,"Hemphill County, Texas",383,5,4151
18117,"Orange County, Indiana",382,49,19579
16043,"Fremont County, Idaho",381,7,12896
4012,"La Paz County, Arizona",380,5,20304
26137,"Otsego County, Michigan",379,47,24198
55005,"Barron County, Wisconsin",379,53,45548
26027,"Cass County, Michigan",378,106,51795
5103,"Ouachita County, Arkansas",377,34,24728
19073,"Greene County, Iowa",377,16,9083
1051,"Elmore County, Alabama",377,131,80957
39127,"Perry County, Ohio",376,88,35947
45055,"Kershaw County, South Carolina",375,87,63090
20117,"Marshall County, Kansas",374,11,9963
22127,"Winn Parish, Louisiana",374,15,14695
28109,"Pearl River County, Mississippi",374,68,55167
17203,"Woodford County, Illinois",373,74,39123
45073,"Oconee County, South Carolina",373,120,75375
54091,"Taylor County, West Virginia",372,98,16949
48053,"Burnet County, Texas",372,45,44584
37171,"Surry County, North Carolina",372,136,72767
47079,"Henry County, Tennessee",371,57,32291
28007,"Attala County, Mississippi",371,26,19085
13137,"Habersham County, Georgia",370,158,43724
13069,"Coffee County, Georgia",369,75,43042
30105,"Valley County, Montana",369,2,7576
48149,"Fayette County, Texas",367,26,24909
18101,"Martin County, Indiana",367,30,10218
56003,"Big Horn County, Wyoming",367,4,11931
5071,"Johnson County, Arkansas",365,39,26025
19091,"Humboldt County, Iowa",365,22,9607
16061,"Lewis County, Idaho",365,8,3826
29089,"Howard County, Missouri",364,22,10148
55085,"Oneida County, Wisconsin",364,32,35604
29135,"Moniteau County, Missouri",363,38,15840
37077,"Granville County, North Carolina",360,110,58341
28029,"Copiah County, Mississippi",360,37,28780
51165,"Rockingham County, Virginia",359,92,78427
37161,"Rutherford County, North Carolina",358,118,66701
48255,"Karnes County, Texas",358,20,14984
30081,"Ravalli County, Montana",358,17,41130
28085,"Lincoln County, Mississippi",356,59,34691
48013,"Atascosa County, Texas",356,39,47710
32027,"Pershing County, Nevada",355,1,6690
48207,"Haskell County, Texas",354,6,5812
5063,"Independence County, Arkansas",354,48,37030
37175,"Transylvania County, North Carolina",353,87,33062
16009,"Benewah County, Idaho",352,12,9068
50005,"Caledonia County, Vermont",349,48,30859
12003,"Baker County, Florida",349,47,27312
18073,"Jasper County, Indiana",349,60,33461
16051,"Jefferson County, Idaho",348,25,27096
31059,"Fillmore County, Nebraska",347,10,5676
8119,"Teller County, Colorado",347,42,23472
29091,"Howell County, Missouri",347,43,40265
48225,"Houston County, Texas",347,19,22802
46051,"Grant County, South Dakota",345,11,7195
47023,"Chester County, Tennessee",344,61,17355
17173,"Shelby County, Illinois",344,29,22011
17191,"Wayne County, Illinois",344,23,16517
72083,"Las Marías Municipio, Puerto Rico",344,196,9093
20013,"Brown County, Kansas",343,17,9810
18137,"Ripley County, Indiana",343,64,28633
5005,"Baxter County, Arkansas",343,74,40992
1043,"Cullman County, Alabama",343,111,81316
47043,"Dickson County, Tennessee",342,104,50926
42117,"Tioga County, Pennsylvania",342,37,42031
21195,"Pike County, Kentucky",342,80,62791
51089,"Henry County, Virginia",342,137,52209
19019,"Buchanan County, Iowa",341,37,21031
40135,"Sequoyah County, Oklahoma",341,61,41344
48387,"Red River County, Texas",340,12,12455
27079,"Le Sueur County, Minnesota",340,62,27650
54041,"Lewis County, West Virginia",340,42,16422
31037,"Colfax County, Nebraska",339,26,10499
51173,"Smyth County, Virginia",339,70,31513
55029,"Door County, Wisconsin",339,57,27669
27093,"Meeker County, Minnesota",338,38,23094
38099,"Walsh County, North Dakota",336,9,10995
17025,"Clay County, Illinois",336,29,13466
55047,"Green Lake County, Wisconsin",335,54,18881
29225,"Webster County, Missouri",335,63,37075
48063,"Camp County, Texas",335,65,12631
48191,"Hall County, Texas",334,4,3162
21177,"Muhlenberg County, Kentucky",334,67,31216
46079,"Lake County, South Dakota",333,22,12331
19197,"Wright County, Iowa",333,22,12891
40035,"Craig County, Oklahoma",333,19,14683
1013,"Butler County, Alabama",333,26,20280
26117,"Montcalm County, Michigan",332,89,62922
13219,"Oconee County, Georgia",332,190,35071
51053,"Dinwiddie County, Virginia",331,56,28155
38061,"Mountrail County, North Dakota",330,5,9675
29065,"Dent County, Missouri",328,21,15578
28107,"Panola County, Mississippi",328,50,34319
32023,"Nye County, Nevada",328,2,43198
30095,"Stillwater County, Montana",327,5,9342
17015,"Carroll County, Illinois",327,33,14793
28051,"Holmes County, Mississippi",327,25,18547
47055,"Giles County, Tennessee",326,48,29034
19105,"Jones County, Iowa",325,36,20481
1123,"Tallapoosa County, Alabama",325,57,40958
51139,"Page County, Virginia",324,76,23759
13157,"Jackson County, Georgia",324,183,62131
27043,"Faribault County, Minnesota",324,20,14119
5149,"Yell County, Arkansas",324,23,21716
48021,"Bastrop County, Texas",323,88,78286
31169,"Thayer County, Nebraska",323,9,5163
1045,"Dale County, Alabama",323,88,49607
12063,"Jackson County, Florida",323,53,48721
21115,"Johnson County, Kentucky",322,89,23280
35027,"Lincoln County, New Mexico",322,4,19726
13213,"Murray County, Georgia",321,114,39358
19093,"Ida County, Iowa",321,16,7041
40089,"McCurtain County, Oklahoma",320,18,33071
51079,"Greene County, Virginia",320,122,19085
1115,"St. Clair County, Alabama",320,137,86576
12123,"Taylor County, Florida",319,22,22582
42127,"Wayne County, Pennsylvania",319,71,51307
17061,"Greene County, Illinois",318,25,13390
13103,"Effingham County, Georgia",317,117,55852
13303,"Washington County, Georgia",316,30,20680
39019,"Carroll County, Ohio",315,71,28108
47017,"Carroll County, Tennessee",315,48,28417
48137,"Edwards County, Texas",314,1,2028
18015,"Carroll County, Indiana",314,54,20007
26141,"Presque Isle County, Michigan",314,20,12955
26015,"Barry County, Michigan",314,107,59316
21231,"Wayne County, Kentucky",314,45,20557
47103,"Lincoln County, Tennessee",313,59,33582
21155,"Marion County, Kentucky",312,57,19497
39105,"Meigs County, Ohio",312,54,23345
40117,"Pawnee County, Oklahoma",311,29,16444
21167,"Mercer County, Kentucky",311,86,21411
16007,"Bear Lake County, Idaho",311,6,5928
47099,"Lawrence County, Tennessee",310,69,42406
55061,"Kewaunee County, Wisconsin",310,60,20459
40093,"Major County, Oklahoma",310,8,7721
26063,"Huron County, Michigan",310,38,32021
18047,"Franklin County, Indiana",310,60,22887
22009,"Avoyelles Parish, Louisiana",310,50,41252
54059,"Mingo County, West Virginia",310,60,25549
54089,"Summers County, West Virginia",310,37,13325
37145,"Person County, North Carolina",310,100,39196
27173,"Yellow Medicine County, Minnesota",309,13,10038
39125,"Paulding County, Ohio",308,46,19057
13075,"Cook County, Georgia",308,75,17103
48065,"Carson County, Texas",307,7,6027
50027,"Windsor County, Vermont",306,58,55894
20053,"Ellsworth County, Kansas",305,9,6375
30047,"Lake County, Montana",305,20,29311
46127,"Union County, South Dakota",305,32,14842
29013,"Bates County, Missouri",304,20,16513
51023,"Botetourt County, Virginia",304,61,33192
51019,"Bedford County, Virginia",303,101,76933
46109,"Roberts County, South Dakota",303,9,10294
18175,"Washington County, Indiana",301,54,27792
19031,"Cedar County, Iowa",301,32,18389
47035,"Cumberland County, Tennessee",301,85,57895
28095,"Monroe County, Mississippi",300,47,36029
28117,"Prentiss County, Mississippi",300,61,25339
19171,"Tama County, Iowa",299,24,17423
1005,"Barbour County, Alabama",298,30,26614
18149,"Starke County, Indiana",298,75,23069
53065,"Stevens County, Washington",298,18,43744
5067,"Jackson County, Arkansas",298,28,17495
51009,"Amherst County, Virginia",297,68,31999
31151,"Saline County, Nebraska",296,25,14356
54035,"Jackson County, West Virginia",296,63,29199
47051,"Franklin County, Tennessee",296,75,41348
5003,"Ashley County, Arkansas",296,23,20989
38009,"Bottineau County, North Dakota",295,4,6650
54025,"Greenbrier County, West Virginia",294,35,35580
13171,"Lamar County, Georgia",294,99,18195
46043,"Douglas County, South Dakota",293,7,2961
1053,"Escambia County, Alabama",292,40,37875
49037,"San Juan County, Utah",291,2,15540
37059,"Davie County, North Carolina",291,158,41568
29131,"Miller County, Missouri",291,42,25011
29003,"Andrew County, Missouri",291,40,17347
48325,"Medina County, Texas",291,36,47920
19083,"Hardin County, Iowa",290,30,17324
5041,"Desha County, Arkansas",290,16,12234
18119,"Owen County, Indiana",289,55,21038
35055,"Taos County, New Mexico",289,15,32961
48305,"Lynn County, Texas",288,6,5723
19065,"Fayette County, Iowa",287,28,20391
29081,"Harrison County, Missouri",287,12,8649
28137,"Tate County, Mississippi",287,70,28338
40105,"Nowata County, Oklahoma",287,19,10510
50001,"Addison County, Vermont",287,48,36926
47097,"Lauderdale County, Tennessee",287,58,27261
42131,"Wyoming County, Pennsylvania",287,70,27975
22077,"Pointe Coupee Parish, Louisiana",286,40,22366
27063,"Jackson County, Minnesota",286,14,10163
36031,"Essex County, New York",285,22,38598
30005,"Blaine County, Montana",285,2,6609
23003,"Aroostook County, Maine",284,10,69405
37091,"Hertford County, North Carolina",283,69,24285
48297,"Live Oak County, Texas",282,12,11976
13147,"Hart County, Georgia",282,110,25518
17129,"Menard County, Illinois",281,40,12576
17087,"Johnson County, Illinois",281,37,12866
46117,"Stanley County, South Dakota",279,2,2964
45039,"Fairfield County, South Carolina",279,34,23025
29137,"Monroe County, Missouri",279,13,8642
28097,"Montgomery County, Mississippi",279,25,10353
47143,"Rhea County, Tennessee",277,103,32461
37141,"Pender County, North Carolina",276,65,56358
26143,"Roscommon County, Michigan",275,46,23900
54043,"Lincoln County, West Virginia",275,49,21482
13271,"Telfair County, Georgia",274,38,16405
47123,"Monroe County, Tennessee",274,72,45482
37169,"Stokes County, North Carolina",273,103,46453
18161,"Union County, Indiana",273,45,7251
26133,"Osceola County, Michigan",273,41,23172
41031,"Jefferson County, Oregon",272,13,22305
37117,"Martin County, North Carolina",271,52,23510
48193,"Hamilton County, Texas",271,10,8232
28123,"Scott County, Mississippi",270,46,28268
37003,"Alexander County, North Carolina",269,143,37211
48343,"Morris County, Texas",269,50,12653
37037,"Chatham County, North Carolina",269,101,68778
42057,"Fulton County, Pennsylvania",269,33,14653
21081,"Grant County, Kentucky",269,96,24705
23017,"Oxford County, Maine",267,28,57299
48483,"Wheeler County, Texas",267,6,5642
1049,"DeKalb County, Alabama",267,91,70937
51135,"Nottoway County, Virginia",266,50,15641
31127,"Nemaha County, Nebraska",265,17,7101
45005,"Allendale County, South Carolina",265,23,9589
40049,"Garvin County, Oklahoma",265,34,27570
51185,"Tazewell County, Virginia",264,84,43367
22011,"Beauregard Parish, Louisiana",264,31,36435
13191,"McIntosh County, Georgia",264,33,13941
28103,"Noxubee County, Mississippi",264,16,11098
5061,"Howard County, Arkansas",263,23,13487
13027,"Brooks County, Georgia",263,32,15645
19081,"Hancock County, Iowa",263,19,11006
8057,"Jackson County, Colorado",263,1,1306
13205,"Mitchell County, Georgia",263,44,22778
51197,"Wythe County, Virginia",262,63,29171
51171,"Shenandoah County, Virginia",262,84,42857
42105,"Potter County, Pennsylvania",262,16,17239
39015,"Brown County, Ohio",260,90,44059
39131,"Pike County, Ohio",260,64,28298
13107,"Emanuel County, Georgia",259,33,22723
13237,"Putnam County, Georgia",259,62,21259
13109,"Evans County, Georgia",257,59,10733
29219,"Warren County, Missouri",257,78,33290
38053,"McKenzie County, North Dakota",256,4,10718
51083,"Halifax County, Virginia",256,43,35305
12121,"Suwannee County, Florida",256,63,43653
19011,"Benton County, Iowa",256,36,25720
6049,"Modoc County, California",256,2,9033
21001,"Adair County, Kentucky",256,47,19156
47071,"Hardin County, Tennessee",255,45,25839
12045,"Gulf County, Florida",255,29,15851
18111,"Newton County, Indiana",255,35,14022
29229,"Wright County, Missouri",255,27,18378
19115,"Louisa County, Iowa",255,28,11251
27073,"Lac qui Parle County, Minnesota",255,9,6916
19131,"Mitchell County, Iowa",253,23,10757
28145,"Union County, Mississippi",253,67,27989
30097,"Sweet Grass County, Montana",253,2,3634
1091,"Marengo County, Alabama",253,21,20066
21191,"Pendleton County, Kentucky",253,52,14509
48365,"Panola County, Texas",252,29,23771
53049,"Pacific County, Washington",251,22,20743
40011,"Blaine County, Oklahoma",251,11,9777
13035,"Butts County, Georgia",251,128,23479
51191,"Washington County, Virginia",251,97,54562
48275,"Knox County, Texas",250,4,3807
20201,"Washington County, Kansas",248,6,5613
37193,"Wilkes County, North Carolina",248,91,68888
27065,"Kanabec County, Minnesota",248,31,15918
28099,"Neshoba County, Mississippi",248,52,29474
37163,"Sampson County, North Carolina",247,67,63713
8049,"Grand County, Colorado",247,8,14490
39053,"Gallia County, Ohio",246,65,30376
48459,"Upshur County, Texas",244,69,40295
21123,"Larue County, Kentucky",244,54,14127
26153,"Schoolcraft County, Michigan",244,7,8186
53039,"Klickitat County, Washington",243,11,20930
12039,"Gadsden County, Florida",243,89,46153
18115,"Ohio County, Indiana",243,70,6003
13163,"Jefferson County, Georgia",243,31,16201
45029,"Colleton County, South Carolina",242,36,37884
54095,"Tyler County, West Virginia",242,35,9000
12047,"Hamilton County, Florida",242,28,14362
40079,"Le Flore County, Oklahoma",241,31,49885
26097,"Mackinac County, Michigan",240,11,10998
13173,"Lanier County, Georgia",240,56,10382
29167,"Polk County, Missouri",240,49,31113
18135,"Randolph County, Indiana",240,56,25403
20149,"Pottawatomie County, Kansas",240,27,22920
13161,"Jeff Davis County, Georgia",239,45,14953
21197,"Powell County, Kentucky",239,69,12387
48455,"Trinity County, Texas",239,21,14360
38097,"Traill County, North Dakota",239,9,8075
13169,"Jones County, Georgia",238,73,28701
5075,"Lawrence County, Arkansas",237,29,16915
54027,"Hampshire County, West Virginia",236,37,23455
55057,"Juneau County, Wisconsin",236,34,26399
28091,"Marion County, Mississippi",233,48,25810
27095,"Mille Lacs County, Minnesota",233,45,25788
13187,"Lumpkin County, Georgia",233,110,31094
1127,"Walker County, Alabama",233,83,65593
47101,"Lewis County, Tennessee",232,42,11907
13287,"Turner County, Georgia",232,29,8151
48009,"Archer County, Texas",232,10,8750
21043,"Carter County, Kentucky",232,67,27292
48015,"Austin County, Texas",231,45,29107
20093,"Kearny County, Kansas",230,5,3943
20085,"Jackson County, Kansas",230,20,13365
48319,"Mason County, Texas",230,4,4064
19085,"Harrison County, Iowa",230,21,14335
18087,"LaGrange County, Indiana",229,101,38395
26157,"Tuscola County, Michigan",229,67,54014
56023,"Lincoln County, Wyoming",228,5,18543
29171,"Putnam County, Missouri",228,9,4877
2122,"Kenai Peninsula Borough, Alaska",228,4,57637
22041,"Franklin Parish, Louisiana",226,33,20464
1039,"Covington County, Alabama",225,37,37729
46129,"Walworth County, South Dakota",225,8,5538
17067,"Hancock County, Illinois",225,23,18633
29011,"Barton County, Missouri",224,20,12075
48081,"Coke County, Texas",224,4,3228
39117,"Morrow County, Ohio",224,86,35032
48169,"Garza County, Texas",223,7,6614
28013,"Calhoun County, Mississippi",223,25,14724
19143,"Osceola County, Iowa",223,15,6154
5023,"Cleburne County, Arkansas",222,46,25587
8007,"Archuleta County, Colorado",222,9,12355
28119,"Quitman County, Mississippi",222,19,7634
17123,"Marshall County, Illinois",221,31,12060
48129,"Donley County, Texas",220,4,3506
55119,"Taylor County, Wisconsin",220,21,20521
51101,"King William County, Virginia",219,59,16156
45025,"Chesterfield County, South Carolina",218,58,46083
55065,"Lafayette County, Wisconsin",218,27,16793
48241,"Jasper County, Texas",218,38,35640
51071,"Giles County, Virginia",218,47,16871
31071,"Garfield County, Nebraska",217,3,1968
26127,"Oceana County, Michigan",217,51,26152
48493,"Wilson County, Texas",216,58,46444
29111,"Lewis County, Missouri",216,20,10146
27087,"Mahnomen County, Minnesota",215,10,5480
56019,"Johnson County, Wyoming",213,2,8572
19053,"Decatur County, Iowa",213,15,8210
28101,"Newton County, Mississippi",213,37,21652
39001,"Adams County, Ohio",212,48,28111
46101,"Moody County, South Dakota",212,12,6445
47185,"White County, Tennessee",211,70,26373
38031,"Foster County, North Dakota",211,5,3345
48499,"Wood County, Texas",211,67,43198
29029,"Camden County, Missouri",211,67,44152
48237,"Jack County, Texas",211,10,8866
27143,"Sibley County, Minnesota",211,25,14957
21183,"Ohio County, Kentucky",210,41,24152
13311,"White County, Georgia",210,117,28140
48497,"Wise County, Texas",210,69,62089
29177,"Ray County, Missouri",209,40,22921
13227,"Pickens County, Georgia",209,129,29992
48077,"Clay County, Texas",208,10,10367
13085,"Dawson County, Georgia",208,109,22939
37069,"Franklin County, North Carolina",207,128,62989
5029,"Conway County, Arkansas",207,38,21060
51025,"Brunswick County, Virginia",207,29,16573
47021,"Cheatham County, Tennessee",206,131,39575
37113,"Macon County, North Carolina",206,66,33991
39111,"Monroe County, Ohio",206,32,14442
1071,"Jackson County, Alabama",205,49,52608
23027,"Waldo County, Maine",204,54,39071
13083,"Dade County, Georgia",204,94,16356
26035,"Clare County, Michigan",204,54,30608
37007,"Anson County, North Carolina",204,49,25883
5083,"Logan County, Arkansas",204,31,21935
48051,"Burleson County, Texas",203,26,17417
47025,"Claiborne County, Tennessee",202,73,31701
54005,"Boone County, West Virginia",201,47,23645
38055,"McLean County, North Dakota",200,5,9576
38103,"Wells County, North Dakota",200,3,4179
22031,"De Soto Parish, Louisiana",200,31,27047
13005,"Bacon County, Georgia",199,40,11251
16035,"Clearwater County, Idaho",199,3,8528
39137,"Putnam County, Ohio",199,71,34116
47047,"Fayette County, Tennessee",199,55,39071
55053,"Jackson County, Wisconsin",198,21,20566
21141,"Logan County, Kentucky",197,48,26757
19151,"Pocahontas County, Iowa",197,12,7061
1061,"Geneva County, Alabama",197,47,26765
5121,"Randolph County, Arkansas",196,27,17584
54045,"Logan County, West Virginia",196,78,35166
17065,"Hamilton County, Illinois",195,19,8251
45001,"Abbeville County, South Carolina",195,51,24951
37173,"Swain County, North Carolina",194,27,14234
26003,"Alger County, Michigan",194,10,9396
37187,"Washington County, North Carolina",193,36,12503
22059,"LaSalle Parish, Louisiana",192,24,14927
48425,"Somervell County, Texas",192,47,8673
1021,"Chilton County, Alabama",192,63,43817
40041,"Delaware County, Oklahoma",192,56,41433
55019,"Clark County, Wisconsin",191,29,34486
48067,"Cass County, Texas",191,32,30346
13193,"Macon County, Georgia",190,35,13846
29199,"Scotland County, Missouri",189,11,4893
19095,"Iowa County, Iowa",189,28,16326
53055,"San Juan County, Washington",188,92,16056
50019,"Orleans County, Vermont",188,39,27076
5113,"Polk County, Arkansas",188,24,20290
12007,"Bradford County, Florida",188,92,26919
21065,"Estill County, Kentucky",187,57,14406
16041,"Franklin County, Idaho",187,20,13013
29045,"Clark County, Missouri",187,14,6860
27155,"Traverse County, Minnesota",187,6,3397
48153,"Floyd County, Texas",187,6,6088
27031,"Cook County, Minnesota",186,4,5215
40095,"Marshall County, Oklahoma",186,43,16079
26071,"Iron County, Michigan",186,10,11393
48023,"Baylor County, Texas",186,4,3639
48467,"Van Zandt County, Texas",186,63,53070
19133,"Monona County, Iowa",185,13,9013
46073,"Jerauld County, South Dakota",185,4,2029
21087,"Green County, Kentucky",185,39,11123
55107,"Rusk County, Wisconsin",184,16,14272
30009,"Carbon County, Montana",184,5,10340
28139,"Tippah County, Mississippi",184,48,22061
37143,"Perquimans County, North Carolina",183,55,13470
49025,"Kane County, Utah",183,2,7216
4001,"Apache County, Arizona",183,6,72346
27057,"Hubbard County, Minnesota",182,22,20640
22007,"Assumption Parish, Louisiana",182,68,22973
49027,"Millard County, Utah",182,2,12604
28093,"Marshall County, Mississippi",182,51,36196
1099,"Monroe County, Alabama",182,21,21975
26009,"Antrim County, Michigan",182,49,23215
20139,"Osage County, Kansas",182,23,16001
26039,"Crawford County, Michigan",182,25,13840
21225,"Union County, Kentucky",181,44,15065
28127,"Simpson County, Mississippi",181,46,27279
26151,"Sanilac County, Michigan",181,43,41761
27135,"Roseau County, Minnesota",181,9,15609
40081,"Lincoln County, Oklahoma",181,36,34640
45009,"Bamberg County, South Carolina",181,38,15057
17155,"Putnam County, Illinois",181,36,5746
29186,"Ste. Genevieve County, Missouri",180,36,17937
51001,"Accomack County, Virginia",180,74,33060
8113,"San Miguel County, Colorado",179,6,7767
48175,"Goliad County, Texas",179,9,7463
13049,"Charlton County, Georgia",179,17,12968
17035,"Cumberland County, Illinois",179,31,10890
1119,"Sumter County, Alabama",179,15,13285
12125,"Union County, Florida",178,62,15159
20163,"Rooks County, Kansas",178,6,5160
21085,"Grayson County, Kentucky",178,52,26092
13111,"Fannin County, Georgia",178,62,24017
54065,"Morgan County, West Virginia",178,76,17514
21003,"Allen County, Kentucky",177,59,20421
17189,"Washington County, Illinois",177,26,14369
31155,"Saunders County, Nebraska",177,28,20946
38019,"Cavalier County, North Dakota",176,3,3867
48161,"Freestone County, Texas",176,22,19585
37039,"Cherokee County, North Carolina",176,60,27226
40029,"Coal County, Oklahoma",176,11,5755
37047,"Columbus County, North Carolina",176,61,57015
18121,"Parke County, Indiana",176,38,17033
55083,"Oconto County, Wisconsin",175,38,37475
5017,"Chicot County, Arkansas",175,17,11189
21071,"Floyd County, Kentucky",175,97,38144
6063,"Plumas County, California",174,7,18754
55051,"Iron County, Wisconsin",173,8,5850
19037,"Chickasaw County, Iowa",173,24,12164
40073,"Kingfisher County, Oklahoma",173,17,15392
47153,"Sequatchie County, Tennessee",172,55,14710
47111,"Macon County, Tennessee",172,75,22924
20017,"Chase County, Kansas",172,3,2694
28021,"Claiborne County, Mississippi",171,19,9209
19135,"Monroe County, Iowa",171,18,7964
21215,"Spencer County, Kentucky",171,95,17798
31123,"Morrill County, Nebraska",171,3,4843
20115,"Marion County, Kansas",171,13,12213
38085,"Sioux County, North Dakota",170,4,4431
12129,"Wakulla County, Florida",170,52,31314
47077,"Henderson County, Tennessee",170,54,27952
51099,"King George County, Virginia",169,141,25260
37197,"Yadkin County, North Carolina",169,113,37819
21157,"Marshall County, Kentucky",169,104,31213
26123,"Newaygo County, Michigan",169,59,47957
51127,"New Kent County, Virginia",167,96,20051
26031,"Cheboygan County, Michigan",167,36,25579
36097,"Schuyler County, New York",167,56,18336
37053,"Currituck County, North Carolina",167,95,24864
48031,"Blanco County, Texas",167,15,10918
26011,"Arenac County, Michigan",166,42,15327
40055,"Greer County, Oklahoma",166,10,6081
28159,"Winston County, Mississippi",166,30,18519
28115,"Pontotoc County, Mississippi",166,62,30862
19025,"Calhoun County, Iowa",166,17,9876
27011,"Big Stone County, Minnesota",166,10,5098
12079,"Madison County, Florida",165,27,18560
22049,"Jackson Parish, Louisiana",165,28,15999
37123,"Montgomery County, North Carolina",165,56,27475
18061,"Harrison County, Indiana",165,81,39370
46107,"Potter County, South Dakota",165,3,2306
17131,"Mercer County, Illinois",165,28,15971
26079,"Kalkaska County, Michigan",165,31,17259
31121,"Merrick County, Nebraska",165,16,7793
45037,"Edgefield County, South Carolina",164,53,26388
28079,"Leake County, Mississippi",164,39,23011
13143,"Haralson County, Georgia",164,102,28667
13033,"Burke County, Georgia",162,28,22838
8125,"Yuma County, Colorado",162,4,10150
13267,"Tattnall County, Georgia",162,53,25260
54001,"Barbour County, West Virginia",162,50,16892
54073,"Pleasants County, West Virginia",161,59,7612
5039,"Dallas County, Arkansas",161,12,7738
5021,"Clay County, Arkansas",161,24,15202
13091,"Dodge County, Georgia",160,42,20995
29041,"Chariton County, Missouri",160,10,7615
40091,"McIntosh County, Oklahoma",160,33,20161
1067,"Henry County, Alabama",159,31,17187
